Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,RelevantEducationLevel,JobLevel,JobRole,RecruiterScore,MaritalStatus,JobType,NumCompaniesWorked,OverTime,SalaryExpectation,InterviewScore,ResumeScore,RequestedBenefits,TotalWorkingYears,PreferredSkills,YearsAtCurrentCompany,RelevantExperience,MonthlyIncome,Ethnicity,HIRED
38,Travel_Frequently,Research & Development,3,4,Other,Male,3,1,Research Scientist,3,Married,2821,3,No,16,3,1,1,8,2,2,2,full_time,non-minority,NO
37,Travel_Rarely,Research & Development,3,3,Other,Female,3,2,Healthcare Representative,2,Single,4107,3,No,15,3,1,0,8,3,4,3,contract,non-minority,NO
40,Travel_Rarely,Sales,26,3,Marketing,Male,3,2,Sales Executive,1,Married,8396,1,No,14,3,2,1,8,3,7,7,contract,non-minority,NO
46,Travel_Rarely,Research & Development,1,4,Medical,Male,3,5,Research Director,4,Divorced,19627,9,No,17,3,4,2,23,0,2,2,contract,non-minority,NO
54,Travel_Rarely,Sales,2,4,Life Sciences,Female,2,3,Sales Executive,3,Married,10686,6,No,11,3,2,1,13,4,9,4,full_time,non-minority,NO
55,Non-Travel,Research & Development,2,1,Medical,Male,2,4,Manager,1,Single,16756,7,No,15,3,2,0,31,3,9,7,full_time,non-minority,NO
43,Travel_Rarely,Sales,25,3,Medical,Male,2,3,Sales Executive,4,Divorced,10798,5,No,13,3,3,1,18,5,1,0,full_time,non-minority,NO
20,Travel_Frequently,Sales,9,3,Marketing,Female,3,1,Sales Representative,4,Single,2323,1,Yes,14,3,2,0,2,3,2,2,full_time,non-minority,NO
21,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,2,1,Laboratory Technician,1,Single,1416,1,No,13,3,1,0,1,6,1,0,full_time,minority,NO
46,Travel_Rarely,Research & Development,8,4,Life Sciences,Female,2,2,Research Scientist,1,Divorced,4615,8,Yes,23,4,1,3,19,2,16,13,full_time,non-minority,NO
26,Travel_Rarely,Research & Development,1,2,Medical,Male,2,1,Laboratory Technician,1,Married,3955,1,No,16,3,1,2,6,2,5,3,full_time,non-minority,NO
30,Travel_Rarely,Research & Development,20,3,Other,Male,3,2,Manufacturing Director,1,Married,9957,0,No,15,3,3,1,7,1,6,2,contract,non-minority,NO
41,Travel_Rarely,Research & Development,7,2,Technical Degree,Female,4,1,Research Scientist,3,Married,3376,1,No,13,3,3,0,10,3,10,6,full_time,non-minority,NO
38,Travel_Rarely,Research & Development,17,1,Life Sciences,Female,2,3,Healthcare Representative,3,Married,8823,0,No,18,3,1,1,20,4,19,9,full_time,non-minority,NO
40,Travel_Rarely,Research & Development,20,4,Technical Degree,Male,3,3,Healthcare Representative,4,Married,10322,4,No,20,4,4,1,14,6,11,10,full_time,non-minority,NO
27,Non-Travel,Research & Development,8,5,Life Sciences,Male,1,1,Laboratory Technician,3,Married,4621,1,No,19,3,4,3,3,4,3,2,contract,non-minority,NO
55,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,3,3,Manufacturing Director,2,Married,10976,3,No,18,3,2,1,23,4,3,2,full_time,non-minority,NO
33,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,2,3,Healthcare Representative,4,Divorced,7119,4,No,15,3,3,1,9,2,3,2,full_time,non-minority,NO
35,Travel_Rarely,Sales,4,3,Technical Degree,Male,3,3,Sales Executive,1,Single,9582,0,Yes,22,4,1,0,9,2,8,7,full_time,non-minority,NO
28,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,3,1,Laboratory Technician,3,Divorced,2207,1,No,16,3,4,1,4,5,4,2,full_time,non-minority,NO
37,Travel_Rarely,Sales,10,4,Life Sciences,Female,2,2,Sales Executive,4,Divorced,6694,2,Yes,14,3,3,3,8,5,1,0,full_time,minority,NO
26,Travel_Rarely,Research & Development,21,3,Medical,Male,3,1,Laboratory Technician,3,Divorced,2377,1,No,20,4,3,1,1,0,1,1,full_time,non-minority,NO
33,Travel_Rarely,Research & Development,25,3,Medical,Male,2,1,Research Scientist,2,Single,2313,4,Yes,20,4,2,0,5,0,2,2,contract,non-minority,NO
42,Travel_Rarely,Research & Development,2,2,Medical,Male,3,4,Manager,1,Married,17665,0,No,17,3,4,1,23,3,22,6,full_time,non-minority,NO
28,Travel_Frequently,Research & Development,1,3,Medical,Male,2,1,Laboratory Technician,2,Divorced,2596,1,No,15,3,1,2,1,2,1,0,full_time,minority,NO
50,Travel_Frequently,Sales,1,4,Other,Male,3,2,Sales Executive,3,Single,4728,3,Yes,14,3,4,0,5,4,0,0,contract,minority,NO
33,Travel_Frequently,Sales,7,3,Life Sciences,Female,3,2,Sales Executive,2,Married,4302,0,No,17,3,3,1,4,3,3,2,contract,non-minority,NO
34,Non-Travel,Research & Development,3,4,Life Sciences,Male,2,1,Research Scientist,4,Married,2979,3,No,17,3,4,3,6,2,0,0,full_time,non-minority,NO
48,Non-Travel,Research & Development,1,4,Medical,Male,4,4,Manager,4,Single,16885,2,No,22,4,3,0,27,3,5,4,full_time,non-minority,NO
45,Non-Travel,Sales,9,4,Life Sciences,Female,2,2,Sales Executive,3,Married,5593,1,No,13,3,4,1,15,2,15,10,full_time,non-minority,NO
52,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,3,3,Healthcare Representative,2,Single,10445,7,No,19,3,4,0,18,4,8,6,contract,non-minority,NO
38,Travel_Rarely,Sales,10,4,Marketing,Male,2,3,Sales Executive,3,Divorced,8740,0,Yes,14,3,2,2,9,2,8,7,full_time,non-minority,NO
28,Travel_Rarely,Research & Development,3,3,Medical,Female,3,3,Manufacturing Director,2,Divorced,7655,0,No,17,3,2,3,10,3,9,7,full_time,non-minority,NO
46,Travel_Rarely,Sales,3,1,Marketing,Male,3,4,Manager,3,Married,17465,3,No,12,3,4,1,23,3,12,9,full_time,non-minority,NO
38,Travel_Rarely,Sales,2,2,Marketing,Male,3,3,Sales Executive,2,Single,7351,7,No,16,3,3,0,10,2,1,0,contract,non-minority,NO
43,Travel_Frequently,Research & Development,27,3,Life Sciences,Female,3,3,Manufacturing Director,1,Married,10820,8,No,11,3,3,1,18,1,8,7,full_time,non-minority,NO
21,Travel_Rarely,Research & Development,1,1,Technical Degree,Female,2,1,Research Scientist,2,Single,2070,1,Yes,11,3,3,0,2,6,2,2,contract,non-minority,NO
31,Travel_Frequently,Sales,20,3,Life Sciences,Male,4,1,Sales Representative,4,Married,2791,0,No,12,3,1,1,3,4,2,2,full_time,non-minority,NO
35,Travel_Frequently,Sales,11,2,Marketing,Male,3,2,Sales Executive,4,Divorced,4968,1,No,11,3,4,1,5,3,5,2,full_time,non-minority,NO
49,Travel_Rarely,Sales,8,4,Technical Degree,Male,2,4,Sales Executive,2,Married,13120,6,No,17,3,2,1,22,3,9,8,contract,non-minority,NO
34,Travel_Frequently,Research & Development,2,2,Life Sciences,Male,3,2,Manufacturing Director,3,Single,4033,2,No,11,3,4,0,5,3,3,2,contract,non-minority,NO
29,Travel_Frequently,Research & Development,10,3,Life Sciences,Female,3,1,Research Scientist,2,Divorced,3291,0,No,14,3,4,2,8,2,7,5,full_time,non-minority,NO
42,Travel_Rarely,Research & Development,29,3,Medical,Male,1,2,Laboratory Technician,4,Single,4272,4,No,19,3,1,0,16,3,1,0,full_time,non-minority,NO
38,Travel_Rarely,Human Resources,1,3,Human Resources,Male,4,1,Human Resources,3,Married,2844,1,No,13,3,4,1,7,2,7,6,full_time,non-minority,NO
28,Travel_Frequently,Research & Development,6,3,Life Sciences,Male,2,1,Research Scientist,3,Divorced,2703,1,Yes,14,3,4,1,3,2,3,1,full_time,non-minority,NO
18,Non-Travel,Research & Development,8,1,Medical,Male,3,1,Laboratory Technician,3,Single,1904,1,No,12,3,4,0,0,0,0,0,full_time,non-minority,NO
33,Travel_Rarely,Sales,9,4,Marketing,Female,3,2,Sales Executive,1,Single,8224,0,Yes,17,3,1,0,6,3,5,2,full_time,non-minority,NO
41,Travel_Rarely,Research & Development,12,4,Life Sciences,Male,3,1,Laboratory Technician,4,Married,4766,3,Yes,11,3,1,1,6,4,1,0,full_time,non-minority,NO
31,Travel_Frequently,Research & Development,15,3,Medical,Male,3,1,Laboratory Technician,3,Married,2610,1,No,12,3,3,1,2,5,2,2,full_time,non-minority,NO
37,Travel_Rarely,Research & Development,25,2,Medical,Female,2,2,Healthcare Representative,4,Divorced,5731,7,No,13,3,3,2,9,2,6,2,full_time,non-minority,NO
27,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,2,1,Research Scientist,3,Married,2539,1,No,13,3,3,1,4,0,4,2,contract,non-minority,NO
34,Travel_Rarely,Sales,9,1,Life Sciences,Female,3,2,Sales Executive,3,Married,5714,1,No,20,4,1,0,6,3,6,5,full_time,non-minority,NO
35,Travel_Rarely,Human Resources,8,4,Technical Degree,Male,3,1,Human Resources,3,Single,4323,1,No,17,3,2,0,6,2,5,4,full_time,non-minority,NO
29,Travel_Rarely,Sales,23,1,Life Sciences,Female,2,3,Sales Executive,1,Married,7336,1,No,13,3,1,1,11,3,11,8,contract,non-minority,NO
40,Travel_Frequently,Research & Development,9,4,Medical,Female,3,3,Research Director,3,Single,13499,9,No,17,3,3,0,20,3,18,7,full_time,non-minority,NO
42,Travel_Frequently,Sales,12,3,Life Sciences,Male,3,4,Sales Executive,1,Single,13758,0,Yes,12,3,2,0,22,2,21,9,full_time,non-minority,NO
42,Travel_Rarely,Sales,4,4,Marketing,Male,3,2,Sales Executive,1,Single,5155,7,No,13,3,4,0,9,3,6,4,full_time,non-minority,NO
35,Travel_Rarely,Research & Development,1,4,Medical,Male,2,1,Laboratory Technician,3,Married,2258,6,No,12,3,2,1,10,2,8,0,full_time,non-minority,NO
24,Travel_Rarely,Research & Development,24,3,Medical,Male,3,1,Laboratory Technician,2,Single,3597,8,No,22,4,4,0,6,2,4,3,contract,non-minority,NO
28,Travel_Rarely,Research & Development,12,1,Life Sciences,Female,3,1,Laboratory Technician,4,Married,2515,1,Yes,11,3,4,0,1,4,1,1,full_time,non-minority,NO
40,Travel_Frequently,Research & Development,26,2,Medical,Female,2,2,Research Scientist,4,Married,4422,3,Yes,13,3,4,1,16,3,1,1,contract,non-minority,NO
35,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,3,Manufacturing Director,2,Divorced,10274,2,No,18,3,2,1,15,2,7,7,full_time,non-minority,NO
35,Travel_Frequently,Research & Development,4,4,Other,Male,2,1,Laboratory Technician,4,Married,2376,1,No,13,3,2,1,2,2,2,2,full_time,non-minority,NO
43,Travel_Rarely,Sales,9,3,Marketing,Female,1,2,Sales Executive,3,Single,5346,8,No,13,3,2,0,7,2,4,3,contract,non-minority,NO
19,Travel_Rarely,Research & Development,9,2,Life Sciences,Male,3,1,Research Scientist,1,Single,2552,1,No,25,4,3,0,1,4,1,1,contract,non-minority,NO
45,Travel_Rarely,Research & Development,7,3,Medical,Female,3,1,Research Scientist,3,Married,4477,4,Yes,19,3,3,1,7,2,3,2,full_time,non-minority,NO
37,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,2,2,Manufacturing Director,4,Married,6474,1,No,13,3,2,1,14,2,14,8,contract,non-minority,NO
20,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,2,1,Laboratory Technician,3,Single,3033,1,No,12,3,1,0,2,2,2,2,full_time,non-minority,NO
44,Travel_Rarely,Research & Development,10,4,Life Sciences,Male,3,1,Research Scientist,3,Single,2936,1,Yes,11,3,3,0,6,4,6,4,full_time,non-minority,NO
53,Travel_Rarely,Research & Development,7,2,Medical,Female,3,5,Manager,3,Divorced,18606,3,No,18,3,2,1,26,6,7,7,full_time,non-minority,NO
29,Travel_Rarely,Research & Development,15,1,Life Sciences,Female,1,1,Research Scientist,4,Married,2168,0,Yes,18,3,1,1,6,2,5,4,full_time,non-minority,NO
22,Travel_Frequently,Research & Development,3,4,Life Sciences,Male,2,1,Research Scientist,4,Married,2853,0,Yes,11,3,2,1,1,5,0,0,contract,minority,NO
46,Travel_Rarely,Sales,2,3,Marketing,Female,3,4,Manager,1,Married,17048,8,No,23,4,1,0,28,2,26,15,full_time,non-minority,NO
44,Non-Travel,Research & Development,17,3,Life Sciences,Male,1,1,Research Scientist,3,Single,2290,2,No,13,3,4,0,6,3,0,0,full_time,non-minority,NO
41,Non-Travel,Research & Development,5,2,Life Sciences,Male,2,1,Research Scientist,1,Divorced,2107,6,No,17,3,1,1,5,2,1,0,full_time,minority,NO
30,Travel_Rarely,Sales,29,4,Life Sciences,Male,3,2,Sales Executive,1,Divorced,4115,8,No,19,3,3,3,8,3,4,3,full_time,non-minority,NO
40,Travel_Frequently,Sales,2,4,Medical,Male,3,2,Sales Executive,2,Married,4327,5,No,12,3,4,3,5,2,0,0,full_time,minority,NO
50,Travel_Frequently,Research & Development,2,3,Medical,Female,3,4,Manager,1,Married,17856,2,No,22,4,3,1,32,3,2,2,contract,non-minority,NO
28,Travel_Rarely,Research & Development,19,4,Medical,Male,2,1,Laboratory Technician,1,Married,3196,1,No,12,3,3,3,6,2,6,5,full_time,non-minority,NO
46,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,3,5,Research Director,2,Married,19081,5,No,11,3,1,1,25,2,4,2,full_time,non-minority,NO
35,Travel_Rarely,Sales,17,4,Life Sciences,Male,3,2,Sales Executive,1,Married,8966,3,Yes,15,3,4,3,15,2,7,7,full_time,non-minority,NO
24,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,3,1,Laboratory Technician,2,Married,2210,1,No,13,3,1,1,1,3,1,0,contract,non-minority,NO
44,Travel_Rarely,Research & Development,29,4,Other,Male,3,2,Research Scientist,4,Single,4541,1,No,25,4,2,0,20,3,20,11,contract,non-minority,NO
20,Travel_Rarely,Sales,21,3,Marketing,Male,4,1,Sales Representative,4,Single,2678,1,No,17,3,4,0,2,2,2,1,full_time,non-minority,NO
42,Non-Travel,Human Resources,2,5,Medical,Male,4,2,Human Resources,1,Married,6272,7,No,16,3,1,1,10,3,4,3,full_time,non-minority,NO
32,Travel_Frequently,Research & Development,13,3,Other,Female,2,1,Laboratory Technician,2,Married,2743,1,No,20,4,3,1,2,2,2,2,full_time,non-minority,NO
32,Travel_Frequently,Research & Development,2,2,Life Sciences,Female,3,2,Research Scientist,3,Single,4998,4,Yes,14,3,4,0,10,2,8,7,contract,non-minority,NO
36,Travel_Rarely,Research & Development,1,3,Technical Degree,Female,1,3,Manufacturing Director,1,Divorced,10252,2,Yes,21,4,3,1,17,2,7,7,full_time,non-minority,NO
40,Travel_Rarely,Sales,10,3,Technical Degree,Female,2,2,Sales Executive,2,Divorced,6852,7,No,12,3,2,1,7,2,5,1,contract,non-minority,NO
25,Travel_Rarely,Sales,10,4,Life Sciences,Male,3,2,Sales Executive,4,Single,4950,0,No,14,3,2,0,5,4,4,3,full_time,non-minority,NO
42,Travel_Frequently,Research & Development,26,5,Medical,Female,3,3,Research Director,1,Married,13191,3,Yes,17,3,3,0,20,6,1,0,contract,minority,NO
27,Travel_Rarely,Research & Development,14,3,Life Sciences,Male,3,1,Research Scientist,1,Married,2235,1,Yes,14,3,4,2,9,3,9,7,full_time,non-minority,NO
54,Travel_Frequently,Research & Development,1,4,Life Sciences,Female,3,3,Manufacturing Director,3,Divorced,10502,7,No,17,3,1,1,33,2,5,4,full_time,non-minority,NO
19,Non-Travel,Research & Development,10,3,Medical,Female,2,1,Research Scientist,2,Single,1859,1,Yes,25,4,2,0,1,2,1,1,full_time,non-minority,NO
29,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,3,1,Research Scientist,4,Divorced,3760,1,No,15,3,1,3,3,5,3,2,full_time,non-minority,NO
31,Travel_Rarely,Research & Development,11,2,Medical,Male,3,2,Healthcare Representative,1,Married,6833,1,Yes,12,3,4,0,6,2,6,5,full_time,non-minority,NO
31,Travel_Rarely,Research & Development,24,3,Medical,Female,2,2,Healthcare Representative,1,Single,6812,1,No,19,3,2,0,10,2,10,9,full_time,non-minority,NO
49,Travel_Rarely,Research & Development,4,2,Medical,Male,2,5,Manager,3,Married,18711,2,No,13,3,3,1,23,2,1,0,full_time,non-minority,NO
36,Travel_Frequently,Research & Development,3,3,Technical Degree,Male,3,1,Research Scientist,2,Married,3692,1,No,12,3,3,0,12,2,11,10,contract,non-minority,NO
48,Travel_Rarely,Research & Development,2,2,Technical Degree,Male,4,1,Laboratory Technician,2,Single,2559,5,No,11,3,3,0,7,4,1,0,full_time,non-minority,NO
27,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,3,1,Research Scientist,3,Divorced,2517,1,No,11,3,2,3,5,2,5,3,full_time,non-minority,NO
48,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,2,5,Research Director,4,Single,18265,6,No,12,3,3,0,25,3,1,0,contract,minority,NO
29,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,2,4,Research Director,4,Divorced,16124,3,No,14,3,2,2,9,2,7,7,contract,non-minority,NO
34,Travel_Rarely,Research & Development,20,3,Technical Degree,Female,4,1,Research Scientist,3,Married,2585,0,No,17,3,4,0,2,5,1,0,full_time,non-minority,NO
44,Travel_Rarely,Sales,5,3,Marketing,Male,3,5,Manager,2,Married,18213,7,No,11,3,3,1,26,5,22,9,full_time,non-minority,NO
33,Travel_Rarely,Sales,10,5,Marketing,Male,4,3,Sales Executive,3,Divorced,8380,0,Yes,14,3,4,2,10,3,9,8,full_time,non-minority,NO
19,Travel_Rarely,Research & Development,25,3,Life Sciences,Female,4,1,Research Scientist,4,Single,2994,1,Yes,12,3,4,0,1,2,1,0,contract,minority,NO
23,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,3,1,Research Scientist,3,Married,1223,1,No,22,4,4,1,1,2,1,0,full_time,minority,NO
25,Travel_Frequently,Sales,24,1,Life Sciences,Male,1,1,Sales Representative,4,Single,1118,1,Yes,14,3,4,0,1,4,1,0,full_time,minority,NO
26,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,3,1,Research Scientist,4,Single,2875,1,Yes,20,4,2,0,8,2,8,5,full_time,non-minority,NO
55,Non-Travel,Research & Development,8,1,Medical,Male,2,4,Healthcare Representative,2,Divorced,13577,1,Yes,15,3,4,1,34,3,33,9,full_time,non-minority,NO
21,Travel_Frequently,Research & Development,10,2,Life Sciences,Female,2,1,Laboratory Technician,3,Single,2625,1,No,20,4,3,0,2,2,2,2,full_time,non-minority,NO
59,Travel_Rarely,Research & Development,18,4,Medical,Male,3,3,Manufacturing Director,4,Single,10512,6,No,12,3,4,0,25,6,9,7,contract,non-minority,NO
34,Travel_Frequently,Research & Development,19,3,Medical,Female,3,2,Laboratory Technician,2,Divorced,4444,4,No,13,3,3,2,15,2,11,8,full_time,non-minority,NO
28,Travel_Frequently,Research & Development,1,4,Medical,Male,3,1,Laboratory Technician,3,Single,2154,0,Yes,11,3,3,0,5,2,4,2,contract,non-minority,NO
44,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,4,5,Manager,1,Divorced,19190,1,No,14,3,4,2,26,4,25,9,full_time,non-minority,NO
35,Travel_Rarely,Research & Development,6,1,Life Sciences,Male,3,1,Research Scientist,3,Married,3506,0,Yes,14,3,4,0,4,3,3,2,full_time,non-minority,NO
42,Travel_Rarely,Research & Development,7,4,Medical,Female,4,2,Research Scientist,2,Married,2372,6,Yes,16,3,4,0,18,2,1,0,full_time,minority,NO
28,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,2,1,Laboratory Technician,4,Married,3867,1,Yes,12,3,2,1,2,2,2,2,full_time,non-minority,NO
51,Travel_Frequently,Research & Development,6,2,Medical,Female,2,1,Laboratory Technician,3,Single,2838,0,No,14,3,2,0,8,6,7,0,contract,non-minority,NO
28,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,3,1,Research Scientist,1,Single,2080,2,No,11,3,2,0,5,2,3,2,full_time,non-minority,NO
25,Travel_Rarely,Research & Development,1,3,Medical,Female,3,1,Research Scientist,2,Single,2096,1,No,18,3,4,0,2,3,2,2,full_time,non-minority,NO
45,Travel_Frequently,Research & Development,25,3,Medical,Female,3,5,Manager,2,Single,18061,3,No,22,4,3,0,22,4,0,0,full_time,non-minority,NO
39,Travel_Rarely,Research & Development,13,4,Medical,Female,2,4,Manager,2,Divorced,17123,6,Yes,13,3,4,2,21,4,19,9,contract,non-minority,NO
32,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,3,2,Laboratory Technician,3,Married,4883,1,No,18,3,1,1,10,3,10,4,full_time,non-minority,NO
39,Travel_Rarely,Research & Development,23,3,Medical,Male,3,1,Research Scientist,1,Single,3904,0,No,13,3,1,0,6,2,5,2,full_time,non-minority,NO
30,Travel_Rarely,Research & Development,6,3,Technical Degree,Female,2,2,Laboratory Technician,4,Married,4627,0,No,12,3,1,1,10,6,9,2,full_time,non-minority,NO
36,Travel_Rarely,Research & Development,10,4,Technical Degree,Female,3,3,Healthcare Representative,3,Married,7094,3,No,12,3,1,0,10,0,7,7,full_time,non-minority,NO
50,Travel_Rarely,Research & Development,28,3,Life Sciences,Female,3,4,Research Director,1,Married,16880,4,Yes,11,3,2,0,25,2,3,2,contract,non-minority,NO
30,Travel_Rarely,Research & Development,17,4,Medical,Female,3,3,Manager,1,Married,11916,1,Yes,23,4,4,2,9,2,9,1,full_time,non-minority,NO
39,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,3,2,Manufacturing Director,3,Single,4534,0,No,11,3,1,0,9,6,8,7,contract,non-minority,NO
41,Non-Travel,Sales,10,2,Medical,Male,1,2,Sales Executive,2,Single,6151,1,No,13,3,1,0,19,4,19,2,full_time,non-minority,NO
31,Travel_Frequently,Sales,1,3,Life Sciences,Female,3,1,Sales Representative,2,Single,2302,1,Yes,11,3,1,0,3,2,3,2,contract,non-minority,NO
44,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,3,1,Laboratory Technician,1,Married,2362,4,No,12,3,3,0,10,4,3,2,full_time,non-minority,NO
55,Travel_Rarely,Research & Development,2,2,Medical,Female,1,5,Manager,3,Married,19187,4,No,14,3,4,1,23,5,19,9,full_time,non-minority,NO
40,Non-Travel,Research & Development,16,2,Life Sciences,Male,3,1,Research Scientist,3,Divorced,3544,9,No,16,3,2,1,6,0,4,2,full_time,non-minority,NO
40,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,3,2,Research Scientist,4,Single,4661,1,No,13,3,3,0,9,4,9,8,full_time,non-minority,NO
41,Travel_Frequently,Sales,1,3,Marketing,Female,3,2,Sales Executive,1,Divorced,4103,0,No,17,3,4,1,10,2,9,3,full_time,non-minority,NO
51,Travel_Rarely,Human Resources,5,3,Life Sciences,Male,3,4,Manager,2,Divorced,14026,1,Yes,11,3,2,1,33,2,33,9,full_time,non-minority,NO
38,Travel_Rarely,Sales,2,2,Life Sciences,Female,3,2,Sales Executive,1,Divorced,6893,3,No,15,3,4,1,11,3,7,7,full_time,non-minority,NO
25,Travel_Rarely,Research & Development,19,1,Medical,Male,3,1,Laboratory Technician,4,Married,3669,3,No,11,3,3,3,7,6,3,2,full_time,non-minority,NO
58,Travel_Rarely,Research & Development,7,4,Medical,Female,2,3,Manufacturing Director,1,Married,10008,7,Yes,14,3,4,0,31,0,10,9,full_time,non-minority,NO
40,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,3,1,Laboratory Technician,2,Married,2387,3,No,22,4,3,1,7,3,4,2,full_time,non-minority,NO
36,Travel_Frequently,Sales,7,3,Marketing,Female,4,2,Sales Executive,1,Married,4639,2,No,16,3,4,1,17,2,15,7,full_time,non-minority,NO
27,Travel_Rarely,Sales,11,3,Medical,Female,4,1,Sales Representative,4,Married,2534,8,No,14,3,2,1,5,4,1,0,full_time,non-minority,NO
51,Travel_Rarely,Research & Development,11,2,Technical Degree,Female,2,4,Manufacturing Director,2,Single,13142,3,No,16,3,2,0,29,1,5,2,full_time,non-minority,NO
18,Non-Travel,Research & Development,1,3,Life Sciences,Female,3,1,Laboratory Technician,4,Single,1611,1,No,15,3,3,0,0,5,0,0,full_time,non-minority,NO
35,Travel_Rarely,Research & Development,1,3,Medical,Female,2,2,Laboratory Technician,4,Married,5363,0,No,12,3,2,1,10,0,9,7,full_time,non-minority,NO
31,Travel_Frequently,Sales,2,3,Life Sciences,Female,2,1,Sales Representative,4,Single,2785,7,No,14,3,3,0,3,3,1,0,contract,minority,NO
35,Travel_Frequently,Sales,18,4,Marketing,Female,3,2,Sales Executive,3,Married,4614,0,Yes,18,3,3,1,5,0,4,2,full_time,non-minority,NO
38,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,4,1,Research Scientist,3,Divorced,2610,1,No,11,3,4,3,4,2,4,2,full_time,non-minority,NO
28,Travel_Rarely,Sales,26,3,Life Sciences,Male,2,2,Sales Executive,1,Married,4724,1,No,11,3,3,1,5,0,5,3,full_time,non-minority,NO
51,Travel_Frequently,Sales,2,3,Marketing,Male,3,3,Sales Executive,2,Married,10596,2,No,11,3,2,0,14,5,4,2,full_time,non-minority,NO
32,Travel_Rarely,Sales,2,1,Marketing,Male,3,2,Sales Executive,2,Married,4078,0,Yes,13,3,1,3,4,3,3,2,full_time,non-minority,NO
39,Non-Travel,Research & Development,25,2,Life Sciences,Male,3,3,Healthcare Representative,3,Married,10920,3,No,21,4,2,1,13,2,6,4,full_time,non-minority,NO
25,Travel_Rarely,Sales,18,1,Life Sciences,Male,4,2,Sales Executive,3,Married,6232,2,No,11,3,2,0,6,3,3,2,full_time,non-minority,NO
52,Travel_Frequently,Research & Development,28,2,Medical,Female,4,4,Manufacturing Director,3,Married,13247,2,Yes,11,3,2,1,24,3,5,3,full_time,non-minority,NO
43,Travel_Rarely,Research & Development,6,3,Medical,Female,2,2,Research Scientist,3,Single,4081,1,Yes,14,3,1,0,20,3,20,7,full_time,non-minority,NO
26,Travel_Rarely,Research & Development,2,1,Medical,Male,2,1,Research Scientist,4,Single,3904,0,No,12,3,4,0,5,2,4,3,full_time,non-minority,NO
52,Travel_Rarely,Research & Development,8,4,Other,Female,3,1,Laboratory Technician,1,Married,2950,9,No,13,3,3,0,12,2,5,4,contract,non-minority,NO
37,Travel_Rarely,Research & Development,11,3,Medical,Female,3,1,Laboratory Technician,3,Single,3629,4,No,18,3,1,0,8,6,3,2,contract,non-minority,NO
35,Travel_Frequently,Research & Development,18,2,Life Sciences,Male,3,3,Manufacturing Director,4,Single,9362,2,No,11,3,3,0,10,2,2,2,full_time,non-minority,NO
25,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,3,1,Laboratory Technician,4,Married,3229,4,No,11,3,2,1,7,2,3,2,full_time,non-minority,NO
26,Travel_Rarely,Research & Development,7,3,Other,Male,4,1,Laboratory Technician,1,Single,3578,0,No,12,3,4,0,8,2,7,7,full_time,non-minority,NO
49,Travel_Frequently,Research & Development,28,2,Life Sciences,Male,2,2,Laboratory Technician,1,Single,4284,3,No,20,4,1,0,20,2,4,3,full_time,non-minority,NO
36,Travel_Rarely,Sales,3,4,Marketing,Female,3,2,Sales Executive,2,Single,9278,3,Yes,16,3,4,0,15,3,5,4,full_time,non-minority,NO
31,Travel_Frequently,Sales,1,4,Life Sciences,Female,1,1,Sales Representative,3,Single,1359,1,No,12,3,2,0,1,3,1,0,full_time,minority,NO
30,Travel_Rarely,Sales,7,4,Marketing,Female,3,2,Sales Executive,1,Divorced,4779,7,No,14,3,2,2,8,3,3,2,full_time,non-minority,NO
31,Travel_Rarely,Research & Development,8,5,Life Sciences,Female,3,4,Research Director,2,Single,16422,3,No,11,3,3,0,9,3,3,2,full_time,non-minority,NO
34,Travel_Frequently,Research & Development,1,4,Other,Male,3,1,Research Scientist,1,Divorced,2996,5,No,14,3,3,2,10,2,4,3,full_time,non-minority,NO
